rank,word,H1_bits
516,antre,5.542389
517,parle,5.542117
518,betas,5.542029
519,noser,5.541546
520,shear,5.541417
521,tamis,5.541241
522,larin,5.541185
523,lakes,5.541098
524,cites,5.540825
525,sider,5.540768
526,lacis,5.540298
527,cotes,5.540268
528,baret,5.540070
529,tirls,5.539249
530,miles,5.539105
531,abies,5.538863
532,shale,5.538670
533,paste,5.538503
534,dames,5.538349
535,laics,5.537223
536,arent,5.537181
537,manie,5.537137
538,noels,5.535426
539,moles,5.534509
540,suine,5.534437
541,leant,5.534136
542,palis,5.533372
543,maile,5.533043
544,panse,5.532379
545,anlet,5.532085
546,halse,5.531871
547,dater,5.530598
548,harts,5.529524
549,seric,5.529519
550,reaks,5.528957
551,sieur,5.528934
552,delis,5.528900
553,parel,5.528365
554,roads,5.527812
555,eyras,5.526994
556,rimas,5.525994
557,beans,5.525092
558,ceils,5.524773
559,prase,5.524620
560,horae,5.524185
561,maces,5.523761
562,boras,5.523738
563,rated,5.523463
564,smear,5.523142
565,toils,5.522323
566,getas,5.522323
567,merat,5.522209
568,dites,5.522109
569,bries,5.522096
570,pails,5.521573
571,stine,5.520425
572,tides,5.520211
573,rosal,5.520009
574,haste,5.519819
575,deils,5.519686
576,dotes,5.519284
577,mains,5.519175
578,colas,5.519115
579,reasy,5.518785
580,tarps,5.518647
581,carus,5.518472
582,autre,5.518283
583,doers,5.518272
584,ainus,5.517561
585,ramet,5.517358
586,saunt,5.517127
587,dials,5.516485
588,hanse,5.516419
589,artus,5.516278
590,tunas,5.516080
591,corse,5.515606
592,sebat,5.515522
593,resay,5.515356
594,toile,5.515351
595,sepal,5.515213
596,harle,5.515143
597,canos,5.514139
598,pleas,5.514094
599,toran,5.513826
600,simar,5.513514
601,matie,5.513377
602,yeans,5.512698
603,denis,5.512477
604,mines,5.511876
605,slape,5.511121
606,soled,5.510657
607,toner,5.510490
608,rance,5.510029
609,aider,5.509799
610,stail,5.509776
611,stole,5.509754
612,lunes,5.509441
613,noire,5.509007
614,sakel,5.508677
615,heirs,5.508031
616,loren,5.507499
617,cures,5.507471
618,alert,5.507124
619,cloes,5.506600
620,ceral,5.506182
621,septa,5.505906
622,tiler,5.505718
623,shane,5.505362
624,latus,5.505258
625,stain,5.505081
626,crate,5.504864
627,tamer,5.504729
628,dorse,5.504582
629,ripes,5.504177
630,alone,5.504048
631,harls,5.504001
632,times,5.503780
633,ropes,5.502488
634,sekar,5.502095
635,ianus,5.501615
636,alecs,5.501335
637,heros,5.500965
638,nards,5.500444
639,sutra,5.499895
640,piles,5.499768
641,lutes,5.499576
642,saily,5.499444
643,hails,5.499016
644,donas,5.498742
645,euros,5.498422
646,maine,5.498369
647,tomes,5.497771
648,poles,5.497501
649,lodes,5.497131
650,coals,5.497036
651,mites,5.496794
652,noria,5.496688
653,harns,5.496227
654,sluer,5.496068
655,narcs,5.495852
656,melis,5.495792
657,ragis,5.495230
658,coats,5.493097
659,aulos,5.492978
660,urnae,5.492730
661,spate,5.492667
662,spale,5.492200
663,turse,5.491848
664,taled,5.491665
665,rands,5.491569
666,capes,5.491423
667,suade,5.491122
668,toral,5.491100
669,motes,5.490730
670,spear,5.490665
671,ditas,5.490304
672,mater,5.490189
673,apers,5.489816
674,paseo,5.489807
675,dures,5.489017
676,cesta,5.488597
677,suina,5.488435
678,wales,5.488206
679,irena,5.487885
680,orsel,5.487865
681,urate,5.487444
682,proas,5.487335
683,canel,5.487222
684,stone,5.487183
685,sabir,5.487058
686,paces,5.486248
687,canoe,5.485737
688,slant,5.485126
689,dante,5.484756
690,merls,5.484652
691,baste,5.484546
692,tapis,5.484282
693,snead,5.484160
694,cants,5.483984
695,hosea,5.483289
696,drate,5.483167
697,lacer,5.483127
698,somet,5.483081
699,redia,5.482560
700,arson,5.482085
701,sceat,5.481738
702,anole,5.481691
703,aimer,5.481536
704,ratio,5.480896
705,datos,5.480725
706,kaser,5.480366
707,aeric,5.479761
708,aotus,5.479746
709,lader,5.479657
710,sheat,5.479635
711,ailed,5.479355
712,ariot,5.479025
713,staio,5.478806
714,doris,5.478612
715,pains,5.478379
716,trine,5.477561
717,limes,5.477493
718,roams,5.477196
719,lapse,5.476718
720,sacro,5.476379
721,neaps,5.476184
722,sawer,5.476097
723,cause,5.475650
724,soary,5.475542
725,pones,5.475372
726,hoars,5.475307
727,doats,5.475283
728,ables,5.475142
729,rouse,5.475132
730,tacos,5.475128
731,drats,5.474926
732,targe,5.473822
733,terms,5.473633
734,train,5.473123
735,salic,5.473083
736,sited,5.472628
737,redos,5.472153
738,holes,5.472057
739,alist,5.472034
740,pines,5.471991
741,reoil,5.471773
742,herat,5.471383
743,stoai,5.471196
744,stade,5.471116
745,neist,5.471115
746,sidle,5.470746
747,garle,5.470607
748,paler,5.470451
749,relit,5.470436
750,molas,5.470267
751,wanes,5.470216
752,denar,5.470182
753,celia,5.469602
754,duras,5.469558
755,arcos,5.469453
756,minas,5.469187
757,sicel,5.469177
758,tyres,5.469049
759,lunas,5.468906
760,uraei,5.468602
761,strue,5.468396
762,diane,5.467708
763,shier,5.467396
764,morse,5.466797
765,bails,5.466348
766,ornis,5.466170
767,catel,5.466165
768,sicle,5.466128
769,teasy,5.466118
770,plies,5.465946
771,manet,5.465832
772,keats,5.465578
773,yarns,5.465563
774,darst,5.465495
775,earsh,5.465146
776,trace,5.464594
777,pater,5.464523
778,delia,5.463946
779,teaks,5.463671
780,saith,5.463423
781,sapit,5.463250
782,barns,5.463187
783,lieus,5.462624
784,paine,5.462555
785,hades,5.462460
786,aunts,5.462241
787,crane,5.461596
788,perai,5.461265
789,baits,5.461192
790,siper,5.461099
791,ribes,5.460899
792,lapis,5.460265
793,safer,5.459550
794,starn,5.459450
795,robes,5.459267
796,seoul,5.459069
797,iters,5.458566
798,spane,5.458516
799,autos,5.457637
800,socle,5.457570
